fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
9.09,1.486,1.12,61.07,0.382,264.8,418.0,1.033751,3.38,1.67,12.97748339902448,5
12.2,0.737,0.63,8.75,0.221,66.8,179.4,1.014864,3.57,1.36,10.36735588033383,5
8.85,0.967,0.62,37.6,0.164,88.2,183.5,1.0189,3.23,0.85,9.34050520545877,7
11.33,0.927,1.13,39.06,0.171,120.1,323.1,1.017933,3.0,0.9,10.46657183120395,5
8.16,0.678,0.85,39.33,0.136,116.5,335.2,1.023785,3.16,0.93,9.21192564748824,7
9.15,0.372,0.79,15.15,0.081,87.1,170.4,1.003573,3.09,0.73,12.48951318318565,8
10.3,1.338,1.13,9.1,0.27,89.4,136.9,1.018481,3.21,0.81,12.42106054270035,7
12.8,1.55,1.29,61.09,0.432,139.4,181.2,1.028806,3.37,1.74,12.92284254674344,9
9.31,0.477,0.83,8.54,0.049,72.8,89.9,1.007901,2.99,0.78,10.08122595721962,8
9.71,0.958,0.59,23.2,0.286,77.3,218.7,1.017298,3.07,1.39,11.7395038234031,6
12.74,1.077,0.83,38.69,0.361,208.4,232.1,1.031552,3.36,0.97,12.8537934649441,6
8.47,1.017,0.31,7.74,0.113,66.4,283.1,1.008955,3.19,0.63,11.2649368827833,6
6.34,1.15,0.53,3.57,0.111,73.1,219.1,0.996388,3.1,1.13,11.78005848050582,6
5.76,0.505,0.25,1.05,0.042,8.1,24.8,0.99099,3.51,0.64,12.7090414423566,9
5.7,0.612,0.06,1.41,0.046,14.0,79.8,0.992483,3.65,0.43,11.47536208220794,5
8.99,0.596,0.54,3.0,0.074,137.2,94.5,0.995109,3.25,0.9,13.25203743906092,5
7.25,0.5,0.34,9.34,0.077,57.9,62.8,1.002355,3.32,0.73,12.28844085971464,6
6.02,0.244,0.01,0.85,0.026,11.7,48.0,0.992082,3.3,0.46,10.00663414874855,3
7.2,0.234,0.28,3.14,0.042,36.1,45.3,0.995272,3.33,0.64,11.3554615254975,9
5.74,0.35,0.1,2.13,0.026,31.1,162.3,0.991018,3.22,0.47,10.56616296454108,6
9.19,0.662,0.66,27.07,0.152,73.3,178.7,1.007116,3.12,0.67,11.05072452929007,6
14.93,1.476,0.82,58.7,0.284,187.1,342.7,1.037507,2.81,1.54,10.95267442924159,4
5.48,0.151,0.21,2.2,0.03,15.2,88.5,0.988528,3.18,0.43,9.14252502000624,7
10.26,1.035,1.01,14.25,0.228,133.4,145.8,1.024809,3.12,0.61,10.47513242952043,8
11.41,1.266,1.1,31.44,0.134,155.7,298.1,1.006742,2.85,1.74,12.6895735584796,5
9.44,1.413,0.66,26.47,0.309,142.9,298.0,1.026119,3.03,1.44,12.54538094154698,4
10.71,0.69,0.79,26.32,0.314,172.2,111.0,1.022055,3.28,1.0,11.9394002136758,6
7.76,1.0,0.23,6.17,0.113,10.2,99.3,0.993738,3.01,0.69,11.37619523676782,8
8.24,1.095,0.51,29.51,0.124,154.4,247.2,1.010814,3.1,0.67,11.3772172280185,6
6.7,0.625,0.87,5.02,0.077,37.6,74.5,1.013706,3.08,0.67,11.40074004928636,5
6.89,0.205,0.16,0.69,0.045,1.6,37.2,0.992185,3.32,0.49,9.82551447415331,5
10.42,1.342,0.71,43.23,0.335,161.1,253.3,1.036739,3.27,1.6,10.83817375809024,7
8.25,0.293,0.17,0.72,0.012,8.0,83.6,0.98927,3.07,0.43,10.7685105125446,4
8.04,1.042,0.85,8.16,0.093,27.4,83.2,0.994084,3.13,0.82,12.45625235772763,5
7.31,1.037,0.08,16.16,0.088,53.8,126.0,1.011242,3.42,0.8,11.78147678354684,4
10.09,0.686,1.2,53.6,0.139,180.0,329.4,1.012984,3.19,1.46,12.94121822445725,5
7.39,0.356,0.17,0.64,0.054,18.5,95.2,0.99271,3.38,0.49,10.97605588020598,7
9.12,0.492,0.61,8.47,0.095,44.5,75.9,0.999843,3.16,1.12,9.70661902943764,6
8.12,0.398,0.76,16.59,0.197,106.4,293.6,0.999026,3.21,1.12,12.95636368090122,9
8.48,1.069,0.41,14.56,0.139,18.3,51.4,1.006897,2.84,0.82,11.43017566440352,7
7.6,0.436,0.14,8.2,0.075,45.0,146.2,0.991211,3.04,0.53,10.03925561948692,4
7.54,0.537,0.25,0.71,0.022,4.4,50.2,0.98976,3.31,0.51,10.50525379540277,5
11.91,1.271,1.24,23.7,0.296,72.9,233.3,1.032237,3.37,1.02,10.68965087874773,4
11.41,1.363,0.44,12.83,0.084,162.5,95.8,1.016369,3.29,1.17,11.01653876340394,7
8.5,0.517,0.31,0.95,0.052,18.1,58.6,1.002522,3.27,0.67,10.44930641588478,7
9.46,1.301,0.96,34.26,0.221,129.3,274.2,1.025273,3.37,1.22,10.41612586981806,6
8.58,0.536,0.39,7.07,0.047,98.5,286.5,1.010025,3.22,0.64,10.98240189880202,7
8.04,0.629,0.79,11.87,0.231,130.9,331.4,1.022057,2.91,0.88,11.90163229176433,5
11.91,0.893,0.95,22.86,0.181,154.7,238.3,1.011325,3.01,1.07,11.90430558637045,5
8.74,0.733,0.83,52.46,0.141,161.8,310.6,1.031968,2.94,0.64,11.66309098264779,7
11.12,0.681,0.84,22.64,0.091,199.8,255.2,1.012647,3.27,0.86,11.67725833000554,6
6.82,0.321,0.53,32.73,0.102,128.5,219.4,1.015706,3.04,0.46,10.53231639280903,5
7.02,0.579,0.43,15.76,0.036,59.4,169.4,1.004388,3.15,0.45,8.92538605313471,5
6.75,0.523,0.24,3.77,0.076,9.4,67.2,0.995478,3.65,0.54,11.12242819183517,9
7.0,0.474,0.79,14.01,0.143,83.5,175.7,1.009231,3.32,1.07,11.66770862565406,4
8.06,1.027,0.81,21.35,0.271,108.3,181.3,1.003797,3.11,0.67,10.99085633232054,4
8.77,1.42,0.97,48.93,0.303,154.9,257.7,1.024132,3.1,1.38,9.94991847980374,6
9.89,1.161,0.85,20.1,0.268,132.4,250.6,1.011929,3.22,1.52,12.97899569543896,8
8.19,0.652,0.12,14.74,0.119,71.2,143.8,0.99752,3.25,0.66,10.26355758578288,9
9.01,1.071,0.59,26.89,0.272,78.9,148.9,1.028227,3.11,1.48,10.1351092020249,5
10.05,0.725,0.82,26.02,0.16,154.8,257.4,1.010365,3.0,0.73,10.71063266964508,6
9.02,1.179,0.5,21.0,0.098,49.7,234.0,1.004467,3.3,0.66,9.13267018617299,6
11.24,1.498,0.74,32.22,0.334,224.6,223.2,1.033739,3.18,1.52,12.49569293154923,6
5.44,0.116,0.59,1.82,0.033,20.2,74.9,1.003643,3.08,0.75,9.64163464382604,5
10.93,0.712,1.03,50.33,0.13,177.6,309.4,1.010806,2.78,0.85,11.25137746368165,5
8.77,1.464,0.32,4.54,0.061,27.2,97.8,1.004431,3.22,0.64,11.513182492796,4
5.87,0.334,0.15,0.9,0.011,13.1,111.3,0.98995,3.18,0.35,9.27682969857395,6
6.9,0.167,0.73,1.98,0.041,2.1,130.9,0.997924,3.27,0.23,8.84918382785444,5
13.26,1.429,0.98,39.39,0.254,241.7,329.1,1.033089,3.31,1.29,12.16820019054755,9
11.65,0.638,1.22,31.0,0.084,68.5,220.8,1.01856,3.07,1.52,9.96795504014652,6
7.41,0.585,0.85,26.67,0.207,146.9,379.8,1.018563,3.3,0.88,12.81171208487418,5
9.21,0.244,0.42,1.34,0.039,4.9,56.6,1.000497,3.09,0.38,8.57406837683253,7
9.47,0.991,1.02,17.13,0.183,132.5,228.7,1.022675,3.15,1.63,13.90710846765085,9
5.73,0.665,0.5,13.58,0.046,77.9,345.2,1.000488,3.19,0.55,12.30331665448883,7
10.77,1.04,1.1,37.75,0.107,109.7,198.1,1.010317,3.2,1.27,13.1296600898261,5
15.9,1.56,1.17,65.8,0.349,267.4,345.1,1.03845,2.91,1.85,13.25030748220884,6
9.45,1.479,0.85,42.98,0.299,123.4,188.1,1.024307,3.09,0.9,11.3919886241185,4
10.96,1.556,0.73,50.72,0.16,223.6,347.8,1.024592,3.3,1.71,12.50364693506956,6
9.73,0.967,0.3,21.0,0.154,75.4,140.3,1.007698,2.99,0.52,10.29653650565991,5
10.54,0.731,0.49,10.98,0.095,160.0,189.6,1.025524,3.06,0.81,10.4628456013619,8
11.86,1.294,0.7,2.42,0.1,64.8,107.4,1.02325,3.31,1.1,13.20477376942594,8
8.84,1.08,0.9,57.67,0.354,139.0,290.4,1.029957,3.16,1.63,12.38708729560796,8
9.38,1.398,1.14,65.8,0.332,232.2,411.3,1.033417,3.02,1.52,9.88098215391355,6
9.16,0.356,0.69,7.97,0.091,49.2,146.2,0.998242,3.3,0.73,10.46694797053302,6
9.41,1.229,1.13,34.6,0.164,182.7,228.4,1.028958,3.12,1.13,13.64808484284874,6
5.44,0.124,0.05,1.74,0.023,4.4,109.1,0.999634,3.12,0.33,10.46655611340912,6
6.66,0.291,0.25,1.5,0.051,11.8,120.8,0.993348,3.41,0.54,11.21984499292396,7
6.2,0.198,0.43,1.55,0.026,62.0,203.7,0.990536,3.34,0.31,9.02173673976876,4
12.96,1.516,1.31,41.88,0.403,241.3,378.7,1.034278,2.86,1.69,13.42614859066478,5
9.17,0.938,0.4,9.33,0.218,50.9,152.8,1.001549,3.24,0.58,9.68946556491751,6
7.32,0.416,0.08,8.21,0.046,14.5,95.3,1.00861,3.13,0.43,10.83874939064373,4
6.37,0.318,0.63,5.32,0.086,87.3,223.3,1.004834,3.48,0.45,12.8555976793452,6
6.27,0.322,0.2,5.03,0.05,36.5,257.3,1.005895,2.96,0.75,8.92124083734546,3
9.61,0.632,0.93,42.35,0.154,206.1,311.8,1.028187,3.2,1.13,10.74439463378639,6
8.71,0.648,0.95,19.52,0.154,40.0,176.7,1.005577,3.01,1.03,9.81871414344961,9
7.05,0.334,0.63,3.49,0.032,156.5,289.1,0.993095,3.06,1.03,10.46228372955373,6
15.9,1.579,1.54,60.3,0.535,264.3,370.3,1.038403,3.18,1.97,13.19094422619036,9
10.38,0.902,0.17,32.93,0.202,134.5,243.9,1.023651,3.23,0.75,10.87877086200759,5
7.6,0.854,0.84,18.1,0.1,102.1,196.7,1.016192,3.7,1.34,14.27543503525044,3
5.66,0.276,0.06,3.07,0.021,11.1,149.2,0.991187,3.25,0.62,11.4605851697059,9
6.69,0.433,0.59,11.62,0.266,40.7,232.2,1.008224,3.65,0.58,11.11124658297547,5
9.89,1.177,0.49,12.93,0.201,91.4,110.5,1.020692,3.23,1.29,10.56426890702093,6
9.06,0.483,1.37,59.45,0.234,182.2,378.7,1.028593,3.31,1.3,13.09427378234796,7
14.56,1.365,1.29,55.21,0.356,191.8,339.4,1.03604,3.01,1.48,10.95842491536776,5
9.46,1.373,1.35,16.76,0.227,222.5,343.4,1.033302,3.16,1.32,11.4326430673349,9
9.78,1.068,1.12,11.65,0.229,172.8,242.5,1.016236,3.07,1.26,11.57277235452053,6
9.51,0.621,0.83,14.33,0.064,91.5,187.8,1.00156,3.03,0.58,12.40186244992824,8
8.07,0.195,0.6,4.21,0.068,24.7,166.4,1.00574,3.32,0.36,10.07769435922517,5
7.45,0.402,0.8,8.76,0.235,98.9,99.8,0.998802,3.15,0.42,11.34198225975736,6
8.4,0.825,0.6,15.92,0.121,124.3,148.7,1.007003,3.14,1.18,11.32666343806516,6
6.26,0.503,0.35,2.47,0.054,80.4,126.9,0.999119,3.06,0.93,11.14630830235221,5
10.33,1.012,0.73,33.09,0.146,101.2,233.3,1.028429,2.99,1.3,12.02361243328872,6
8.2,1.195,1.02,32.19,0.135,158.7,342.8,1.006076,3.14,0.69,12.01011493706737,6
9.02,1.428,0.63,62.77,0.35,94.7,250.5,1.019481,3.09,1.51,13.35789099109896,6
10.44,0.949,1.2,38.14,0.221,158.5,318.1,1.024482,2.94,0.79,9.95259160462424,9
12.29,1.296,0.78,41.59,0.193,143.2,209.9,1.028078,3.0,1.06,13.02710233330878,4
9.25,1.286,0.89,45.67,0.144,251.0,307.9,1.027336,3.25,0.81,11.88430584223413,6
14.18,1.383,1.43,65.8,0.326,264.8,379.6,1.03395,3.08,1.31,11.85311802668557,8
10.26,0.412,0.39,4.05,0.033,28.8,108.5,0.994485,3.17,0.86,10.59198303387299,9
12.69,0.145,0.7,12.91,0.259,69.6,142.7,1.031801,3.16,0.76,8.83097424969766,4
7.93,0.192,0.54,3.61,0.11,51.9,72.3,0.99435,3.16,0.43,12.05883996280411,9
5.43,0.407,1.03,4.84,0.138,80.1,92.3,1.00584,3.58,1.01,12.6637405764362,9
7.59,1.267,0.65,10.93,0.112,97.6,114.7,1.029458,3.37,0.66,9.05188755548995,5
6.85,0.518,0.69,24.33,0.208,115.4,274.9,0.999869,3.04,0.8,12.72104214648208,4
5.64,0.321,0.51,0.72,0.018,6.6,75.7,0.992515,3.08,0.47,8.98671756746514,3
9.03,1.309,1.1,39.14,0.234,182.1,392.3,1.025691,3.24,1.34,10.26613464798436,6
8.38,1.115,0.5,3.39,0.193,58.9,64.0,1.010988,3.51,1.14,11.39222979499937,5
14.85,1.432,1.54,65.8,0.499,268.7,375.4,1.037889,3.01,1.57,12.22135913379082,6
6.81,0.261,0.16,3.04,0.035,54.2,124.7,0.996971,3.26,0.26,9.3824549300214,8
9.36,1.211,0.31,27.46,0.189,156.2,300.6,1.014398,3.03,1.05,10.73826774482597,3
10.78,1.307,1.23,36.27,0.296,84.9,188.6,1.024078,3.14,1.36,10.80865601500749,4
8.36,0.32,0.21,1.1,0.029,16.2,104.4,0.994784,3.31,0.43,10.3188795675193,7
6.17,0.656,0.36,1.13,0.046,13.2,86.4,0.99126,3.05,0.68,13.08926283458374,6
8.94,0.851,0.45,38.58,0.135,113.6,207.6,1.022943,2.97,0.88,9.47696387120721,6
8.02,0.942,0.73,4.28,0.158,35.7,91.6,0.996146,3.48,1.01,13.09935094079382,7
6.96,0.459,0.05,0.69,0.092,36.9,42.5,0.993208,3.42,0.47,11.03379844487196,8
10.07,0.745,0.88,38.09,0.11,116.5,138.7,1.031602,3.14,1.38,10.90286484057841,7
8.26,0.208,0.42,1.66,0.039,86.6,180.0,0.997713,3.17,0.39,10.30317405143911,4
12.03,0.932,0.41,13.0,0.044,50.3,114.4,0.998976,3.07,0.66,11.01249596946863,7
8.93,0.525,0.76,12.55,0.21,20.7,174.7,1.009857,3.14,0.65,9.57601619658246,5
6.55,0.57,0.9,17.61,0.11,45.6,182.8,1.015644,3.41,1.03,10.68308579418438,6
6.41,0.333,0.31,1.46,0.024,24.1,49.5,0.9927,3.55,0.73,11.21371785937477,9
5.95,1.12,0.4,10.11,0.144,34.7,159.8,1.017225,3.16,0.46,9.50847213551907,5
8.49,0.321,0.25,0.66,0.074,28.9,43.3,0.988685,3.42,0.59,9.61925832697306,4
7.08,0.581,0.22,8.58,0.073,77.8,227.5,0.999693,3.12,0.77,10.1267468358656,4
7.93,0.571,0.51,8.66,0.126,32.3,45.6,1.001173,3.04,0.84,11.60750699260073,5
5.9,0.163,0.02,0.65,0.028,6.7,66.4,0.988262,3.19,0.38,10.34902518302346,5
6.42,0.244,0.05,0.96,0.04,11.6,63.6,0.988151,3.07,0.24,10.66877755954892,5
12.73,1.259,1.26,23.88,0.408,90.8,204.7,1.031719,3.14,1.45,10.60996753916821,8
8.31,0.244,0.11,14.87,0.127,16.8,85.5,0.995195,3.25,0.57,10.62881607278528,3
8.87,1.059,1.02,35.82,0.172,100.9,197.6,1.004818,2.98,0.86,12.05581578102527,6
11.16,1.144,0.92,44.18,0.246,235.5,376.4,1.027019,3.15,1.37,12.75347854667356,5
11.64,1.311,1.26,54.97,0.317,186.6,284.8,1.037901,3.24,1.33,11.6667217221832,7
7.69,0.31,0.6,4.77,0.057,41.5,225.4,0.998551,3.08,0.61,11.69133289711724,9
13.74,1.018,1.13,35.23,0.242,196.1,236.2,1.031599,2.79,1.29,11.41099020322568,8
9.43,1.323,1.29,65.8,0.396,238.6,393.4,1.037772,2.98,1.43,10.87419927388046,6
9.24,1.229,0.38,34.0,0.101,203.2,268.8,1.016836,3.03,1.07,12.21295648263538,5
9.0,1.375,0.64,43.14,0.297,169.6,215.4,1.014077,2.89,1.36,12.01443011170158,4
9.12,1.287,0.58,11.22,0.101,83.9,117.4,1.007583,2.95,0.64,9.33626845190563,6
10.01,0.317,0.86,7.47,0.067,58.8,179.8,1.016141,2.94,0.38,10.63970110593167,4
7.99,0.571,0.26,5.19,0.121,33.4,165.8,1.0027,3.15,0.84,8.81519754432367,5
8.86,1.352,0.59,40.0,0.301,102.3,259.3,1.015604,3.02,1.05,12.23501958763501,5
5.54,0.528,0.42,1.27,0.013,13.8,90.6,0.996332,3.14,0.24,11.86473800950075,5
11.94,1.341,1.12,22.99,0.255,172.2,260.6,1.036438,3.05,1.34,11.44485699454795,5
6.28,0.14,0.46,1.46,0.013,4.5,73.7,0.999239,3.37,0.27,9.71551949735164,5
6.22,0.958,0.25,8.28,0.071,66.4,144.9,0.999395,3.1,0.94,9.18215816416411,6
5.55,0.284,0.14,1.94,0.016,32.9,68.0,0.989589,3.3,0.37,8.94987116489471,4
11.51,0.992,0.68,49.04,0.315,138.6,183.8,1.02123,2.94,1.64,11.07096399116169,6
7.5,0.17,0.95,16.49,0.046,86.9,307.8,1.010967,3.29,0.82,12.35650319254828,4
11.89,1.106,0.89,46.29,0.305,160.0,251.5,1.025288,3.11,1.15,12.81860464438856,4
9.93,1.064,0.97,9.98,0.199,37.8,276.7,1.015307,2.95,0.95,12.21297359109685,9
7.95,0.574,0.24,4.66,0.21,167.6,281.0,0.998368,3.23,1.09,12.97420467102423,3
7.89,1.136,0.37,10.8,0.155,40.0,78.8,1.029503,3.15,0.95,9.29457860392021,7
6.1,0.104,0.87,9.87,0.055,20.6,225.6,0.998599,3.04,0.29,10.78535141540625,3
7.25,0.382,0.65,1.38,0.028,64.7,186.7,0.993393,3.12,0.45,12.00660392748348,8
6.54,0.314,0.16,2.74,0.049,12.7,123.0,0.990669,3.06,0.36,10.64624803906459,5
8.12,0.771,0.88,14.55,0.099,58.8,158.5,1.012822,3.1,0.49,12.45438455161568,6
7.28,0.848,0.24,14.25,0.104,131.1,168.5,1.005964,3.13,0.65,8.56555805424572,6
5.91,0.137,0.19,1.68,0.085,8.5,157.3,0.991742,3.26,0.27,13.47420842104072,8
7.62,0.693,0.37,19.44,0.055,129.8,271.0,1.005955,3.2,0.83,9.72504006658334,4
9.38,0.77,0.85,6.86,0.11,110.6,223.0,0.998092,3.13,0.35,11.77604880213565,7
8.81,0.496,0.46,38.18,0.149,92.4,203.5,0.999286,3.31,0.62,9.77880403530304,6
11.34,1.111,1.15,20.38,0.083,199.6,218.7,1.017966,3.01,1.04,12.98696284870614,4
10.63,1.173,0.54,39.28,0.105,174.0,170.5,1.018126,3.26,0.7,10.66513520553649,5
7.63,0.654,0.24,0.78,0.114,42.8,113.4,0.991734,3.0,0.56,10.0921515045809,5
9.99,1.402,0.35,5.65,0.159,85.4,143.9,1.000615,3.12,1.1,11.74967849744009,8
7.4,0.542,0.56,13.07,0.052,62.7,210.5,0.998565,3.25,0.73,12.15103362094816,6
12.08,1.117,1.25,54.79,0.36,174.9,297.0,1.038512,2.98,0.99,10.78577415352985,7
8.05,0.567,1.23,8.39,0.152,69.7,132.7,0.998411,3.26,0.52,13.07351356808855,4
11.59,1.188,1.23,44.69,0.18,142.0,365.6,1.032169,2.85,1.23,10.53950790135222,7
10.55,0.873,1.27,30.45,0.149,136.6,220.7,1.025702,3.13,0.76,10.27335221640317,6
10.86,0.651,0.45,53.5,0.299,94.3,249.8,1.017103,3.09,0.99,10.26370242460394,7
6.2,0.092,0.26,1.76,0.032,16.0,189.9,0.990752,3.11,0.24,9.02172875829522,9
9.3,0.653,0.82,15.38,0.081,77.4,136.5,1.018023,3.09,1.05,10.39995297189061,5
6.57,0.981,0.68,16.02,0.06,76.0,219.1,1.008677,3.34,0.61,13.70908353538595,7
13.8,1.187,1.31,41.05,0.413,247.3,227.8,1.030568,3.06,1.73,12.44864423591987,8
5.14,0.287,0.0,0.65,0.015,3.2,22.8,0.98969,3.29,0.24,8.64983569126229,4
10.02,1.035,0.98,3.88,0.18,96.5,101.1,1.001285,3.21,0.45,10.30536635035107,6
8.51,0.224,0.06,1.51,0.026,9.7,50.5,0.990396,3.22,0.74,9.27695765500564,4
12.69,1.496,1.3,50.85,0.383,150.2,220.5,1.035845,3.33,0.89,13.55875145356001,7
11.18,1.085,0.67,26.08,0.129,149.6,270.6,1.016691,3.4,1.31,12.36025781660763,6
7.02,0.94,0.85,25.52,0.14,239.5,284.6,1.015789,3.13,0.92,11.21642724999706,6
6.19,1.065,0.45,1.99,0.067,75.3,134.1,1.009309,3.41,0.51,13.13230882062202,6
7.88,0.309,0.24,35.76,0.073,57.3,355.0,0.99885,3.14,0.83,11.60915624158065,5
5.71,0.124,0.04,0.64,0.032,2.9,119.0,0.987535,3.64,0.24,9.04963130760914,6
6.11,0.181,0.2,1.33,0.017,78.4,128.8,0.992433,3.44,0.32,9.35972300723135,6
10.04,1.161,0.77,10.64,0.145,27.8,77.5,1.011107,3.0,0.92,11.41166389709666,4
7.74,1.297,0.84,36.11,0.135,110.2,343.2,1.02242,2.99,1.27,12.73387643853483,6
7.23,0.399,0.97,3.12,0.032,40.4,99.0,0.997495,3.13,0.55,10.41757952396321,5
9.43,1.212,1.28,41.81,0.24,147.1,302.4,1.031047,3.06,1.14,11.18411813450918,8
8.8,0.749,0.4,18.39,0.326,50.2,143.2,1.021642,3.45,0.8,10.13744196767781,5
12.53,1.458,0.84,46.19,0.353,165.4,164.6,1.031095,3.43,1.17,12.00183619124928,7
7.04,0.214,0.42,3.15,0.031,32.0,194.4,0.992875,3.16,0.34,12.84779287785822,5
7.24,0.684,0.36,1.03,0.064,64.3,133.2,0.995698,3.35,0.63,11.70876661564622,6
6.77,0.24,0.31,1.01,0.045,19.2,31.2,0.996323,3.43,0.49,9.09208399263588,4
9.39,0.528,0.29,12.23,0.067,24.3,98.2,1.012035,2.9,0.46,8.53632156609565,3
11.57,0.881,0.3,21.29,0.294,102.2,177.9,1.010941,3.33,1.31,11.41146410382452,5
12.52,1.57,1.13,65.8,0.377,204.6,194.9,1.036363,2.96,1.72,12.57559408772402,6
9.94,0.769,1.08,28.19,0.186,116.4,199.9,1.012865,3.08,1.09,11.74534591659358,7
13.4,1.551,1.31,63.14,0.413,271.6,424.4,1.035116,3.12,1.84,12.01143382292446,8
7.82,0.16,0.23,0.61,0.038,26.5,36.0,0.990407,3.31,0.26,9.50617017571134,7
6.87,1.016,0.5,31.13,0.078,104.5,171.8,1.022644,3.04,0.7,9.86595182766332,6
10.1,1.307,0.9,42.53,0.198,220.1,381.1,1.024884,2.99,1.29,12.34914139227827,8
10.27,0.42,0.92,18.05,0.124,56.0,278.5,1.01151,2.94,0.61,9.30416039368828,4
8.55,0.749,0.82,15.82,0.159,105.0,164.6,1.007346,3.17,0.64,11.22085155392806,9
8.67,1.143,0.45,21.57,0.212,125.3,157.4,1.002821,3.19,0.55,13.254368555099,5
13.54,1.42,0.71,25.35,0.175,130.3,268.9,1.026868,3.4,0.9,12.43082322106748,6
10.33,1.354,1.24,54.07,0.224,239.6,247.6,1.028722,2.97,1.72,12.34269808738528,4
11.45,1.013,0.86,36.47,0.198,173.8,273.2,1.023756,2.97,1.6,10.60147683695521,5
9.76,1.206,0.84,30.47,0.263,214.7,383.3,1.026387,3.18,1.01,12.30833250389351,5
10.3,1.17,0.22,51.46,0.294,90.8,131.8,1.033405,3.18,0.76,11.20622656818081,6
8.06,0.128,0.34,6.65,0.016,33.3,200.3,1.00406,3.12,0.52,11.00398359398459,6
13.3,1.365,1.44,37.78,0.202,208.4,289.6,1.026242,3.06,1.14,12.14992044779472,5
13.72,1.444,0.88,48.11,0.327,179.5,241.1,1.034452,3.0,1.35,10.58859493527737,4
7.86,0.174,0.26,1.95,0.039,35.4,104.9,1.001449,3.04,0.55,8.65923807945741,5
7.98,0.294,0.63,20.92,0.067,205.6,309.0,1.012231,3.08,0.75,12.35360911499034,9
9.92,1.363,0.65,43.06,0.278,135.6,316.8,1.01925,2.98,1.37,13.24773533353359,6
8.93,0.948,0.27,20.53,0.18,105.9,129.5,1.021644,3.03,0.95,10.74255478434234,5
10.39,0.891,0.77,9.5,0.035,52.7,130.3,1.004833,3.27,0.41,11.02536509882727,9
10.25,1.14,1.04,32.92,0.217,95.8,266.7,1.024039,3.08,0.9,10.96928783414552,3
6.52,0.484,0.02,1.45,0.07,18.5,33.8,1.003086,3.45,0.59,8.96233720720468,4
14.1,1.492,1.05,65.8,0.387,228.7,419.5,1.037366,3.1,1.35,11.2157121790876,6
10.0,0.973,0.85,32.3,0.228,170.3,235.3,1.02437,3.38,1.53,13.58936392268545,5
12.61,1.218,0.82,20.07,0.149,110.1,160.9,1.021304,3.09,1.27,12.02914991354354,6
10.73,0.824,0.4,10.2,0.13,49.3,96.9,1.008816,3.3,0.67,9.89903526696917,7
9.39,1.425,1.15,51.59,0.213,177.5,264.4,1.021714,3.23,0.99,11.70467899977216,3
6.3,0.727,0.52,6.84,0.034,22.7,54.1,0.991581,3.12,0.55,11.61895982681251,5
6.98,1.233,0.65,56.49,0.306,153.9,236.8,1.013275,3.36,0.95,10.63168912079058,5
7.11,0.28,0.45,1.86,0.026,30.0,61.8,1.005064,3.24,0.31,10.30478332781727,5
13.58,1.486,1.2,62.32,0.405,233.1,313.2,1.033365,2.88,1.3,13.12282126763654,5
7.71,0.206,0.76,17.0,0.11,87.2,254.3,0.997379,3.42,1.04,11.46288418117469,7
8.54,1.159,1.44,54.6,0.339,160.6,229.4,1.035319,2.93,0.89,11.54956966311631,6
6.59,0.551,0.4,3.85,0.088,34.4,118.3,1.011827,3.17,0.89,10.84239493209547,9
7.9,0.119,0.26,1.69,0.036,17.9,106.1,0.997859,3.01,0.33,12.28018631156384,8
7.23,0.401,0.75,10.75,0.1,117.4,118.0,0.995572,2.91,0.43,10.83510384158244,6
12.44,1.539,0.8,15.21,0.183,114.5,90.2,1.006171,2.79,1.25,10.88157064955472,3
9.79,0.915,0.72,12.32,0.1,105.0,143.8,1.007348,3.08,0.87,11.58475786650593,6
8.69,0.72,0.71,18.54,0.072,74.8,186.4,0.994019,2.88,0.6,12.49830784802977,9
5.22,0.081,0.0,0.6,0.009,1.0,11.9,0.987139,3.56,0.24,8.41490228074597,6
10.6,1.128,0.86,21.27,0.226,110.9,151.1,1.019216,3.05,1.18,12.13845519436401,7
13.31,0.734,0.48,38.59,0.201,187.1,174.4,1.0296,3.25,0.86,9.52792667454743,6
9.52,0.99,0.7,10.55,0.122,51.8,128.0,1.000693,3.04,0.57,10.59679050099786,8
12.63,1.335,1.17,15.85,0.258,97.6,175.4,1.026663,3.29,1.2,10.81005037814129,3
14.72,0.912,1.45,40.22,0.349,125.2,197.5,1.027238,2.85,1.24,12.02921658593875,6
8.17,0.181,0.44,10.03,0.058,69.7,251.7,0.995101,3.09,0.56,11.3517138621694,7
13.18,1.083,1.07,43.44,0.348,262.6,384.9,1.035681,2.96,1.46,12.26206959839619,5
7.54,1.06,0.61,2.55,0.133,37.9,184.8,0.996056,3.11,0.76,10.27693133067373,5
11.36,0.588,0.81,29.45,0.211,177.3,177.5,1.024483,3.43,1.44,9.00900067573652,7
13.06,1.361,0.84,45.71,0.294,255.2,333.3,1.037597,3.11,1.51,10.93973952342017,6
8.34,0.083,0.32,1.07,0.021,24.9,83.6,0.988971,3.33,0.23,9.66801319968782,8
6.76,1.042,0.31,11.88,0.173,54.7,125.7,0.998616,3.35,0.62,10.68514404344829,4
9.38,0.234,0.15,2.9,0.099,9.0,78.8,0.992599,3.24,0.5,10.1045506581001,7
9.55,0.448,0.87,19.19,0.125,163.4,181.2,1.007957,2.98,0.79,8.90783241565609,4
